"Anthidium","Anthid","florentinum",NA,"Spain","Ávila","San Lorenzo de Tormes",NA,NA,NA,1988,"08","18",NA,NA,"F. Sanza","F. Torres",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_1"
"Anthidium","Proanthid","oblongatum",NA,"Spain","Ávila","Poyales del Hoyo",NA,NA,NA,1988,"08","20",NA,NA,"J. J. Pedrero","F. Torres",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_2"
"Anthidium","Anthid","manicatum",NA,"Spain","Ávila","Piedrahita",NA,NA,NA,1987,"08","12",NA,NA,"S. F. Gayubo","F. Torres",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_3"
"Anthidium","Anthid","cingulatum",NA,"Spain","Salamanca","Salto Aldeadávila",NA,NA,NA,1997,"08","02",NA,NA,"S. F. Gayubo","F. Torres",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_4"
"Anthidium","Anthid","cingulatum",NA,"Spain","Zaragoza","Pina de Ebro",NA,NA,NA,1991,"08","07",NA,NA,"J. Blasco","F. Torres",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_5"
"Anthidium","Anthid","cingulatum",NA,"Spain","Palencia","Dueñas",NA,NA,NA,1985,"07","11",NA,NA,"A. Rueda","F. Torres",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_6"
"Anthidium",NA,"taeniatum",NA,"Spain","Ávila","La Aldehuela",NA,NA,NA,1987,"08","19",NA,NA,"S. F. Gayubo","F. Torres",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_7"
"Anthidium",NA,"taeniatum",NA,"Spain","Ávila","Navalsanz",NA,NA,NA,1987,"08","20",NA,NA,"S. F. Gayubo","F. Torres",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_8"
"Anthidium",NA,"taeniatum",NA,"Spain","Palencia","Villamuera de la C.",NA,NA,NA,1987,"07","20",NA,NA,"A. Rueda","F. Torres",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_9"
"Anthidium",NA,"lituratum",NA,"Spain","Palencia","Tariego",NA,NA,NA,1985,"09","16",NA,NA,"A. Rueda","F. Torres",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_10"
"Anthidium",NA,"trematum",NA,"Spain","Salamanca","Salto Aldeadávila",NA,NA,NA,1997,"08","02",NA,NA,"S. F. Gayubo","F. Torres",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_11"
"Anthidium",NA,"punctatum",NA,"Spain","Zaragoza","Pina de Ebro",NA,NA,NA,1991,"06","20",NA,NA,"J. Blasco","F. Torres",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_12"
"Anthidium",NA,"punctatum",NA,"Spain","Salamanca","Villarino",NA,NA,NA,1995,"07","21",NA,NA,"S. F. Gayubo","F. Torres",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_13"
"Icteranthidium",NA,"grohmanni",NA,"Spain","Salamanca","Salamanca",NA,NA,NA,1986,"07","07",NA,NA,"F. Torres","F. Torres",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_14"
"Icteranthidium",NA,"grohmanni",NA,"Spain","Ávila","Mombeltrán",NA,NA,NA,1987,"07","24",NA,NA,"S. F. Gayubo","F. Torres",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_15"
"Rhodanthidium",NA,"septempunctatum",NA,"Spain","Salamanca","Salto Aldeadávila",NA,NA,NA,1998,"06","20",NA,NA,"S. F. Gayubo","F. Torres",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_16"
"Paranthidiellum",NA,"lituratum",NA,"Spain","Salamanca","La Fregeneda",NA,NA,NA,1998,"08","30",NA,NA,"S. F. Gayubo","F. Torres",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_17"
"Anthidiellum","Anthidiell","strigatum",NA,"Spain","Salamanca","Salto Saucelle",NA,NA,NA,1997,"08","31",NA,NA,"S. F. Gayubo","F. Torres",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_18"
"Stelis",NA,"signata",NA,"Spain","Zaragoza","Pina de Ebro",NA,NA,NA,1990,"08","12",NA,NA,"J. Blasco","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_19"
"Stelis",NA,"phaeoptera",NA,"Spain","Palencia","Villalcázar de S.",NA,NA,NA,1987,"06","21",NA,NA,"A. Rueda","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_20"
"Stelis",NA,"phaeoptera",NA,"Spain","Salamanca","Salto Aldeadávila",NA,NA,NA,1998,"05","23",NA,NA,"S. F. Gayubo","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_21"
"Stelis",NA,"phaeoptera",NA,"Spain","Salamanca","Salto Aldeadávila",NA,NA,NA,1998,"06","06",NA,NA,"S. F. Gayubo","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_22"
"Stelis",NA,"punctulatissima",NA,"Spain","Ávila","Mombeltrán",NA,NA,NA,1987,"07","24",NA,NA,"C. Heras","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_23"
"Stelis",NA,"punctulatissima",NA,"Spain","Ávila","Cuevas del Valle",NA,NA,NA,1987,"07","21",NA,NA,"S. F. Gayubo","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_24"
"Stelis",NA,"punctulatissima",NA,"Spain","Salamanca","Salamanca",NA,NA,NA,1986,"07","04",NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_25"
"Stelis",NA,"punctulatissima",NA,"Spain","Salamanca","Salamanca",NA,NA,NA,1986,"07","07",NA,NA,"F. Torres","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_26"
"Stelis",NA,"breviuscula",NA,"Spain","Salamanca","Saucelle",NA,NA,NA,1997,"08","02",NA,NA,"S. F. Gayubo","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_27"
"Stelis",NA,"punctulatissima",NA,"Spain","Valladolid","Viana de Cega",NA,NA,NA,1993,"06","27",NA,NA,"J. A. González","F. Torres",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_28"
"Anthidium","Proanthid","oblongatum",NA,"Spain","Valladolid","Viana de Cega",NA,NA,NA,1993,"07","12",NA,NA,"J. A. González","F. Torres, C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_29"
"Trianthidium",NA,"caturigense",NA,"Spain","Valladolid","Viana de Cega",NA,NA,NA,1993,"07","26",NA,NA,"J. A. González","F. Torres",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_30"
"?",NA,NA,NA,"Spain","Ávila","Cuevas del Valle",NA,NA,NA,1987,"07","21",NA,NA,"S. F. Gayubo","F. Torres",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_31"
"Stelis",NA,"punctulatissima",NA,"Spain","Valladolid","Tordesillas",NA,NA,NA,1993,"07","15",NA,NA,"F. Torres","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_32"
"Stelis",NA,"phaeoptera",NA,"Spain","Salamanca","Salto Aldeadávila",NA,NA,NA,1998,"07","05",NA,NA,"F. Torres","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_33"
"Stelis",NA,"puntulatissima",NA,"Spain","Salamanca","Salto Aldeadávila",NA,NA,NA,1998,"07","18",NA,NA,"F. Torres","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_34"
"Stelis",NA,"puntulatissima",NA,"Spain","Salamanca","Salto Aldeadávila",NA,NA,NA,1997,"08","02",NA,NA,"F. Torres","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_35"
"Stelis",NA,"puntulatissima",NA,"Spain","Salamanca","Salto Aldeadávila",NA,NA,NA,1997,"08","02",NA,NA,"F. Torres","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_36"
"Stelis",NA,"punctulatissima",NA,"Spain",NA,"NIDO 34-C1",NA,NA,NA,2005,"12","22",NA,NA,NA,"F. Torres",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_37"
"Stelis",NA,"punctulatissima",NA,"Spain",NA,"NIDO 25-C1",NA,NA,NA,2005,"12","14",NA,NA,NA,"F. Torres",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_38"
"Stelis",NA,"punctulatissima",NA,"Spain",NA,"NIDO 26",NA,NA,NA,2005,"12","14",NA,NA,NA,"F. Torres",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_39"
"Stelis",NA,"punctulatissima",NA,"Spain",NA,"NIDO 34-C4",NA,NA,NA,2005,"12","22",NA,NA,NA,"F. Torres",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_40"
"Stelis",NA,"sin gáster....",NA,"Spain",NA,"NIDO 34-C1",NA,NA,NA,2005,"12","28",NA,NA,NA,"C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_41"
"Stelis",NA,"ornatula",NA,"Spain","Cáceres","Montehermoso",NA,NA,NA,2006,"01","09",NA,NA,NA,"C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_42"
"Stelis",NA,"ornatula",NA,"Spain","Cáceres","Montehermoso",NA,NA,NA,2006,"01","20",NA,NA,NA,"C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_43"
"Stelis",NA,"ornatula",NA,"Spain","Cáceres","Montehermoso",NA,NA,NA,2006,"01","20",NA,NA,NA,"C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_44"
"Stelis",NA,"ornatula",NA,"Spain","Cáceres","Montehermoso",NA,NA,NA,2006,"01","06",NA,NA,NA,"C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_45"
"Stelis",NA,"ornatula",NA,"Spain","Cáceres","Montehermoso",NA,NA,NA,2006,"01","09",NA,NA,NA,"C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_46"
"Stelis",NA,"phaeoptera",NA,"Spain","Salamanca","Salvatierra de T.",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_47"
"Stelis",NA,"phaeoptera",NA,"Spain","Cáceres","Guijo de Galisteo, Cruz Cariles",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_48"
"Stelis",NA,"phaeoptera",NA,"Spain","Cáceres"," Guijo de Galisteo, Cordel",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_49"
"Stelis",NA,"phaeoptera",NA,"Spain","Cáceres","Guijo de Galisteo, Cruz Cariles",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_50"
"Stelis",NA,"phaeoptera",NA,"Spain","Cáceres","Guijo de Galisteo, Huerto Cristo",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_51"
"Stelis",NA,"phaeoptera",NA,"Spain","Cáceres"," Guijo de Galisteo, Cordel",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_52"
"Stelis",NA,"phaeoptera",NA,"Spain","Cáceres","Guijo de Galisteo, Viña",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_53"
"Stelis",NA,"phaeoptera",NA,"Spain","Cáceres","Guijo de Galisteo, Huerto Cristo",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_54"
"Stelis",NA,"phaeoptera",NA,"Spain","Cáceres"," Guijo de Galisteo, Cordel",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_55"
"Stelis",NA,"phaeoptera",NA,"Spain","Cáceres"," Guijo de Galisteo, Cordel",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_56"
"Stelis",NA,"phaeoptera",NA,"Spain","Cáceres"," Guijo de Galisteo, Cordel",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_57"
"Stelis",NA,"phaeoptera",NA,"Spain","Cáceres"," Guijo de Galisteo, Cordel",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_58"
"Stelis",NA,"phaeoptera",NA,"Spain","Cáceres"," Guijo de Galisteo, Cordel",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_59"
"Anthidium?",NA,NA,NA,"Spain","Cáceres"," Guijo de Galisteo, Cordel",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_60"
"Icteranthidium?",NA,"ghrohmanni?",NA,"Spain","Cáceres"," Guijo de Galisteo, Cordel",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_61"
"Stelis",NA,"punctulatissima",NA,"Spain","León","Barrios  de S.",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_62"
"Dioxys",NA,"cinta",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_63"
"Dioxys",NA,"cinta",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_64"
"Dioxys",NA,"cinta",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_65"
"Dioxys",NA,"cinta",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_66"
"Dioxys",NA,"cinta",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_67"
"Dioxys",NA,"cinta",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_68"
"Dioxys",NA,"cinta",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_69"
"Dioxys",NA,"cinta",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_70"
"Dioxys",NA,"cinta",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_71"
"Dioxys",NA,"cinta",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_72"
"Dioxys",NA,"cinta",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_73"
"Dioxys",NA,"cinta",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_74"
"Dioxys",NA,"cinta",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_75"
"Dioxys",NA,"cinta",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_76"
"Stelis",NA,"phaeophtera",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_77"
"Stelis",NA,"phaeophtera",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_78"
"Stelis",NA,"phaeophtera",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_79"
"Stelis",NA,"phaeophtera",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_80"
"Stelis",NA,"phaeophtera",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_81"
"Stelis",NA,"phaeophtera",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_82"
"Stelis",NA,"phaeophtera",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_83"
"Stelis",NA,"phaeophtera",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_84"
"Stelis",NA,"phaeophtera",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_85"
"Stelis",NA,"phaeophtera",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_86"
"Stelis",NA,"phaeophtera",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_87"
"Stelis",NA,"phaeophtera",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_88"
"Stelis",NA,"phaeophtera",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_89"
"Stelis",NA,"phaeophtera",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_90"
"Stelis",NA,"phaeophtera",NA,"Spain","Salamanca","Salvatierra",NA,NA,NA,NA,NA,NA,NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_91"
"Anthidium",NA,"florentinum",NA,"Spain","Zaragoza","Almeida",NA,NA,NA,1987,"07","08",NA,NA,"C. Heras","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_92"
"Anthidium",NA,"florentinum",NA,"Spain","Zaragoza","Almeida",NA,NA,NA,1987,"07","08",NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_93"
"Anthidium",NA,"manicatum",NA,"Spain","Zaragoza","Puebla de V.",NA,NA,NA,1987,"09","05",NA,NA,"C. Heras","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_94"
"Anthidium",NA,"manicatum",NA,"Spain","Zaragoza","Calabor",NA,NA,NA,1987,"08","26",NA,NA,"C. Heras","F. Torres, C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_95"
"Stelis",NA,"signata",NA,"Spain","Cáceres","Villanueva de la Quinta",NA,NA,NA,1987,"06","21",NA,NA,"F. Torres","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_96"
"Anthidiellum",NA,"strigatum",NA,"Spain","Cáceres","Riomalo de Abajo",NA,NA,NA,1987,"08","13",NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_97"
"Anthidiellum",NA,"strigatum",NA,"Spain","Cáceres","Robledo",NA,NA,NA,1987,"06","21",NA,NA,"F. Torres","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_98"
"Icterantidium",NA,"grohmanni",NA,"Spain","Cáceres","Riomalo de Abajo",NA,NA,NA,1987,"08","13",NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_99"
"Pseudoanthidium",NA,"liturathum",NA,"Spain","Cáceres","Villanueva de la Quinta",NA,NA,NA,1987,"06","21",NA,NA,"F. Torres","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_100"
"Anthidium",NA,"variegatum",NA,"Portugal","Portugal","Gouveia",NA,NA,NA,1987,"08","08",NA,NA,"F. Torres","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_101"
"Anthidium",NA,"punctatum",NA,"Spain","Cáceres","Torrecilla de los A.",NA,NA,NA,1987,"06","21",NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_102"
"Anthidium",NA,"punctatum",NA,"Spain","Cáceres","Torre de D. Miguel",NA,NA,NA,1987,"06","22",NA,NA,"F. Torres","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_103"
"Anthidium",NA,"blongatum",NA,"Spain","Salamanca","Monsagro",NA,NA,NA,1987,"08","14",NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_104"
"Anthidium",NA,"oblongatum",NA,"Spain","Salamanca","La Alberca",NA,NA,NA,1987,"08","12",NA,NA,"F. Torres","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_105"
"Anthidium",NA,"florentinum",NA,"Portugal","Portugal","Tortosendo",NA,NA,NA,1987,"08","09",NA,NA,"F. Torres","F. Torres, C. Ornosa",NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_106"
"Anthidium",NA,"florentinum",NA,"Spain","Salamanca","Sotoserrano",NA,NA,NA,1987,"08","13",NA,NA,"F. Torres","F. Torres, C. Ornosa",1,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_107"
"Archianthidium",NA,"atlanticum",NA,"Spain","Cáceres","Villanueva de la Quinta",NA,NA,NA,1987,"06","21",NA,NA,"F. Torres",NA,NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_108"
"Stelis",NA,"simillima",NA,"Spain","Soria","Piquera de San Esteban",NA,NA,NA,1990,"08","30",NA,NA,"J. García",NA,NA,NA,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_109"
"Stelis",NA,"phoenoptera",NA,"Spain","Soria",NA,NA,NA,NA,NA,NA,NA,NA,NA,"J. García",NA,NA,1,NA,NA,NA,NA,NA,"Felix Torres",NA,NA,"41_Torres_110"
