Genus;Subgenus;Species;Subspecies;Locality;Municipe;Province;Country;Date;Year;Month;Day;Altitud;GPS.(N);GPS.(O);Collector;Determined.by;Year.ident;Male;Female;Worker;Alcoh/seco;Notes.and.queries
Bombus;Thoracobombus;humilis;quasimuscorum;S.Nicolás de Bujaruelo 1;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1337;"42°41'34.41""N";"0° 6'29.62""O";Paula Acosta; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 1;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1337;"42°41'34.41""N";"0° 6'29.62""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 1;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1337;"42°41'34.41""N";"0° 6'29.62""O";Paula Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 1;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1337;"42°41'34.41""N";"0° 6'29.62""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 1;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1337;"42°41'34.41""N";"0° 6'29.62""O";Paula Acosta; C. Ornosa;2014;NA;1;0;alcohol;NA
Bombus;Thoracobombus;humilis;quasimuscorum;S.Nicolás de Bujaruelo 1;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1337;"42°41'34.41""N";"0° 6'29.62""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Thoracobombus;humilis;quasimuscorum;S.Nicolás de Bujaruelo 1;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1337;"42°41'34.41""N";"0° 6'29.62""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 1;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1337;"42°41'34.41""N";"0° 6'29.62""O";Paula Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 1;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1337;"42°41'34.41""N";"0° 6'29.62""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Thoracobombus;humilis;quasimuscorum;S.Nicolás de Bujaruelo 1;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1337;"42°41'34.41""N";"0° 6'29.62""O";Paula Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Thoracobombus;muscorum;muscorum;S.Nicolás de Bujaruelo 1;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1337;"42°41'34.41""N";"0° 6'29.62""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 1;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1337;"42°41'34.41""N";"0° 6'29.62""O";Paula Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 1;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1337;"42°41'34.41""N";"0° 6'29.62""O";Pilar De la Rúa; C. Ornosa;2014;NA;1;0;alcohol;NA
Bombus;Thoracobombus;laesus;mocsary;S.Nicolás de Bujaruelo 2;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1363;"42°41'55.35""N";"0° 6'57.09""O";Paula Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 2;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1363;"42°41'55.35""N";"0° 6'57.09""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Bombus;lucorum;congruens;S.Nicolás de Bujaruelo 3;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1477;"42°41'52.69""N";"0° 7'18.82""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Thoracobombus;pascuorum;maculatus;S.Nicolás de Bujaruelo 3;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1477;"42°41'52.69""N";"0° 7'18.82""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Megabombus;hortorum;hortorum;S.Nicolás de Bujaruelo 3;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1477;"42°41'52.69""N";"0° 7'18.82""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Pyrobombus;pyrenaeus?;pyrenaeus';S.Nicolás de Bujaruelo 3;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1477;"42°41'52.69""N";"0° 7'18.82""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 3;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1477;"42°41'52.69""N";"0° 7'18.82""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 3;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1477;"42°41'52.69""N";"0° 7'18.82""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Pyrobombus;pyrenaeus?;pyrenaeus';S.Nicolás de Bujaruelo 3;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1477;"42°41'52.69""N";"0° 7'18.82""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Thoracobombus;ruderarius;ruderarius;S.Nicolás de Bujaruelo 4;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1549;"42°41'49.28""N";"0° 7'32.24""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Megabombus;hortorum;hortorum;S.Nicolás de Bujaruelo 4;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1549;"42°41'49.28""N";"0° 7'32.24""O";José A. Acosta; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 4;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1549;"42°41'49.28""N";"0° 7'32.24""O";José A. Acosta; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Thoracobombus;mesomelas;mesomelas;S.Nicolás de Bujaruelo 4;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1549;"42°41'49.28""N";"0° 7'32.24""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 4;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1549;"42°41'49.28""N";"0° 7'32.24""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 4;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1549;"42°41'49.28""N";"0° 7'32.24""O";José A. Acosta; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 4;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1549;"42°41'49.28""N";"0° 7'32.24""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 4;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1549;"42°41'49.28""N";"0° 7'32.24""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 4;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1549;"42°41'49.28""N";"0° 7'32.24""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 4;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1549;"42°41'49.28""N";"0° 7'32.24""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 4;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1549;"42°41'49.28""N";"0° 7'32.24""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 4;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1549;"42°41'49.28""N";"0° 7'32.24""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 4;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1549;"42°41'49.28""N";"0° 7'32.24""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 4;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1549;"42°41'49.28""N";"0° 7'32.24""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;proteus ;S.Nicolás de Bujaruelo 4;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1549;"42°41'49.28""N";"0° 7'32.24""O";José A. Acosta; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Thoracobombus;mesomelas;mesomelas;S.Nicolás de Bujaruelo 4;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1549;"42°41'49.28""N";"0° 7'32.24""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Bombus;lucorum;congruens;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Psithyrus;vestalis ;vestalis ;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Thoracobombus;humilis;quasimuscorum;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Psithyrus;vestalis ;vestalis ;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Bombus;lucorum;congruens;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;proteus ;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Bombus;lucorum;congruens;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Thoracobombus;ruderarius;ruderarius;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Thoracobombus;ruderarius;ruderarius;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Thoracobombus;humilis;quasimuscorum;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Thoracobombus;ruderarius;ruderarius;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Thoracobombus;humilis;quasimuscorum;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;m;NA;NA;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Thoracobombus;humilis;quasimuscorum;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;proteus ;S.Nicolás de Bujaruelo 5;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1591;"42°41'54.50""N";"0° 7'46.04""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Bombus ;lucorum;congruens;S.Nicolás de Bujaruelo 6;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1381;"42°42'2.00""N";"0° 7'4.00""O";José A. Acosta; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 6;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1381;"42°42'2.00""N";"0° 7'4.00""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 6;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1381;"42°42'2.00""N";"0° 7'4.00""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 6;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1381;"42°42'2.00""N";"0° 7'4.00""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Megabombus;hortorum;hortorum;S.Nicolás de Bujaruelo 6;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1381;"42°42'2.00""N";"0° 7'4.00""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 6;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1381;"42°42'2.00""N";"0° 7'4.00""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 6;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1381;"42°42'2.00""N";"0° 7'4.00""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 6;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1381;"42°42'2.00""N";"0° 7'4.00""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 6;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1381;"42°42'2.00""N";"0° 7'4.00""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 6;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1381;"42°42'2.00""N";"0° 7'4.00""O";José A. Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;S.Nicolás de Bujaruelo 6;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1381;"42°42'2.00""N";"0° 7'4.00""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;S.Nicolás de Bujaruelo 6;S.Nicolás de Bujaruelo;Huesca;España;2014-08-09;2014;8;9;1381;"42°42'2.00""N";"0° 7'4.00""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Psithyrus;vestalis;vestalis ;Biescas;Biescas;Huesca;España;2014-08-10;2014;8;10;914;"42°37'49.19""N";"0°18'58.17""O";Paula Acosta; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Thoracobombus;pascuorum;maculatus;Biescas;Biescas;Huesca;España;2014-08-10;2014;8;10;914;"42°37'49.19""N";"0°18'58.17""O";Pilar De la Rúa; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Thoracobombus;humilis;paraurantiacus;Biescas;Biescas;Huesca;España;2014-08-10;2014;8;10;914;"42°37'49.19""N";"0°18'58.17""O";Enrique Acosta; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;Biescas;Biescas;Huesca;España;2014-08-10;2014;8;10;914;"42°37'49.19""N";"0°18'58.17""O";Paula Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Kallobombus;soroeensis;soroeensis;Biescas;Biescas;Huesca;España;2014-08-10;2014;8;10;914;"42°37'49.19""N";"0°18'58.17""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Thoracobombus;humilis;paraurantiacus;Biescas;Biescas;Huesca;España;2014-08-10;2014;8;10;914;"42°37'49.19""N";"0°18'58.17""O";Enrique Acosta; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;Biescas;Biescas;Huesca;España;2014-08-10;2014;8;10;914;"42°37'49.19""N";"0°18'58.17""O";Paula Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Thoracobombus;pascuorum;maculatus;Biescas;Biescas;Huesca;España;2014-08-10;2014;8;10;914;"42°37'49.19""N";"0°18'58.17""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Bombus ;terrestris;lusitanicus mezcla;Biescas;Biescas;Huesca;España;2014-08-10;2014;8;10;914;"42°37'49.19""N";"0°18'58.17""O";Enrique Acosta; C. Ornosa;2014;NA;1;0;alcohol;NA
Bombus;Melanobombus;lapidarius;lapidarius;Biescas;Biescas;Huesca;España;2014-08-10;2014;8;10;914;"42°37'49.19""N";"0°18'58.17""O";Paula Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Thoracobombus;humilis;paraurantiacus ;Biescas;Biescas;Huesca;España;2014-08-10;2014;8;10;914;"42°37'49.19""N";"0°18'58.17""O";Pilar De la Rúa; C. Ornosa;2014;1;NA;NA;alcohol;NA
Bombus;Bombus ;terrestris;no se distingue;Biescas;Biescas;Huesca;España;2014-08-10;2014;8;10;914;"42°37'49.19""N";"0°18'58.17""O";Enrique Acosta; C. Ornosa;2014;NA;0;1;alcohol;NA
Bombus;Thoracobombus;humilis;no se distingue;Biescas;Biescas;Huesca;España;2014-08-10;2014;8;10;914;"42°37'49.19""N";"0°18'58.17""O";Pilar De la Rúa; C. Ornosa;2014;NA;0;1;alcohol;NA
