Longitude;Latitude;Visitor;Plant;Date;Day;Month;Year;Site;Data;MinEle;MaxEle;EleZone;clim
0.018592;42.78608;Bombus humilis;Echium vulgare;25/8/1889;25;8;1889;Gedre;MacLeod;1000;1000;1000-1200;14.8
0.018592;42.78608;Bombus humilis;Origanum vulgare;5/8/1889;5;8;1889;Gedre;MacLeod;1000;1000;1000-1200;14.8
0.018592;42.78608;Bombus humilis;Lappa minor;8/8/1889;8;8;1889;Gedre;MacLeod;1000;1000;1000-1200;14.8
0.018592;42.78608;Bombus humilis;Trifolium repens;5/8/1889;5;8;1889;Gedre;MacLeod;1000;1000;1000-1200;14.8
0.018592;42.78608;Bombus humilis;Lathyrus pyrenaicus?;26/8/1889;26;8;1889;Gedre;MacLeod;1000;1000;1000-1200;14.8
0.018592;42.78608;Bombus lapidarius;Thymus serpyllum;26/8/1889;26;8;1889;Gedre;MacLeod;1000;1000;1000-1200;14.8
0.018592;42.78608;Bombus mesomelas;Echium vulgare;25/8/1889;25;8;1889;Gedre;MacLeod;1000;1000;1000-1200;14.8
0.018592;42.78608;Bombus wurflenii;Brunella vulgaris;11/8/1889;11;8;1889;Gedre;MacLeod;1000;1000;1000-1200;14.8
0.018592;42.78608;Bombus lapidarius;Cirsium arvense;12/8/1889;12;8;1889;Gedre (op akkerland);MacLeod;1100;1100;1000-1200;14.2
0.020992;42.78475;Bombus hortorum;Knautia arvensis;29/8/1889;29;8;1889;Gedre;MacLeod;1050;1050;1000-1200;14.6
0.020992;42.78475;Bombus terrestris complex;Cirsium monspessulanum;29/8/1889;29;8;1889;Gedre;MacLeod;1050;1050;1000-1200;14.6
0.022022;42.78358;Bombus hortorum;Aconitum sp.;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Trifolium repens;6/8/1889;6;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Trifolium repens;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus quadricolor;Carduus defloratus;7/8/1889;7;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus quadricolor;Carduus defloratus;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Campanula rapunculoides;5/8/1889;5;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Campanula rapunculoides;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Campanula rapunculoides;9/8/1889;9;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Campanula rapunculoides;10/8/1889;10;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Rubus fruticosus;5/8/1889;5;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus hortorum;Aconitum sp.;12/8/1889;12;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Rubus fruticosus;10/8/1889;10;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Rubus fruticosus;29/8/1889;29;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus pascuorum;Teucrium scorodonia;26/8/1889;26;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus humilis;Carduus defloratus;6/8/1889;6;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus humilis;Carduus defloratus;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus pascuorum;Lathyrus pyrenaicus?;9/8/1889;9;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus pascuorum;Teucrium scorodonia;5/8/1889;5;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus lapidarius;Centaurea nigra;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus lapidarius;Centaurea nigra;25/8/1889;25;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Scabiosa columbaria;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus humilis;Satureja montana;26/8/1889;26;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus humilis;Centaurea nigra;5/8/1889;5;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus humilis;Centaurea nigra;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus quadricolor;Centaurea nigra;5/8/1889;5;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus pascuorum;Calamintha alpina;28/8/1889;28;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus pascuorum;Clinopodium vulgare;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus pascuorum;Clinopodium vulgare;11/8/1889;11;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus pascuorum;Clinopodium vulgare;12/8/1889;12;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus pascuorum;Ballota foetida;9/8/1889;9;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus hortorum;Clinopodium vulgare;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus wurflenii;Clinopodium vulgare;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Ballota foetida;9/8/1889;9;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus pascuorum;Teucrium pyrenaicum;7/8/1889;7;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus pascuorum;Scabiosa columbaria;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus pascuorum;Carduus defloratus;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus pascuorum;Thymus serpyllum;9/8/1889;9;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus pascuorum;Teucrium chamaedrys;11/8/1889;11;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus pascuorum;Lotus corniculatus;12/8/1889;12;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus sichelii;Scabiosa columbaria;9/8/1889;9;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus hortorum;Cirsium lanceolatum;12/8/1889;12;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus hortorum;Carduus defloratus;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus hortorum;Centaurea scabiosa;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus lapidarius;Allium lusitanicum;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus lapidarius;Verbena officinalis;28/8/1889;28;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus lapidarius;Satureja montana;26/8/1889;26;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus lapidarius;Crepis sp.;9/8/1889;9;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus lapidarius;Trifolium repens;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus wurflenii;Trifolium pratense;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus wurflenii;Trifolium pratense;12/8/1889;12;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus wurflenii;Lathyrus pyrenaicus?;9/8/1889;9;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus mesomelas;Verbena officinalis;28/8/1889;28;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus mesomelas;Trifolium pratense;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus ruderarius;Brunella alba;9/8/1889;9;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus soroeensis;Origanum vulgare;26/8/1889;26;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Verbena officinalis;28/8/1889;28;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Thymus serpyllum;6/8/1889;6;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Stachys recta;26/8/1889;26;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Marrubium vulgare;9/8/1889;9;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Brunella vulgaris;11/8/1889;11;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Campanula rotundifolia;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Campanula rotundifolia;9/8/1889;9;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Campanula rotundifolia;12/8/1889;12;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus humilis;Verbena officinalis;28/8/1889;28;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus humilis;Stachys recta;9/8/1889;9;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus humilis;Sideritis hyssopifolia;9/8/1889;9;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus humilis;Campanula rapunculoides;9/8/1889;9;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus pascuorum;Lathyrus pyrenaicus?;29/8/1889;29;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus pascuorum;Teucrium scorodonia;11/8/1889;11;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022022;42.78358;Bombus terrestris complex;Rubus fruticosus;8/8/1889;8;8;1889;Gedre;MacLeod;1100;1100;1000-1200;14.4
0.022726;42.7829;Bombus pascuorum;Teucrium chamaedrys;26/8/1889;26;8;1889;Gedre;MacLeod;1150;1150;1000-1200;14.2
0.022773;42.78206;Bombus hortorum;Aconitum sp.;8/8/1889;8;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus terrestris complex;Trifolium repens;6/8/1889;6;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus humilis;Carduus defloratus;6/8/1889;6;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus quadricolor;Carduus defloratus;7/8/1889;7;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus quadricolor;Carduus defloratus;8/8/1889;8;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus terrestris complex;Campanula rapunculoides;5/8/1889;5;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus humilis;Carduus defloratus;8/8/1889;8;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus terrestris complex;Campanula rapunculoides;9/8/1889;9;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus terrestris complex;Campanula rapunculoides;10/8/1889;10;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus terrestris complex;Rubus fruticosus;5/8/1889;5;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus hortorum;Aconitum sp.;12/8/1889;12;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus terrestris complex;Trifolium repens;8/8/1889;8;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus terrestris complex;Rubus fruticosus;29/8/1889;29;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus pascuorum;Carlina acaulis;26/8/1889;26;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus pascuorum;Polygala vulgaris;28/8/1889;28;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus sichelii;Carduus defloratus;6/8/1889;6;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus lapidarius;Allium lusitanicum;7/8/1889;7;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus wurflenii;Brunella grandiflora;7/8/1889;7;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus wurflenii;Carlina acanthifolia;28/8/1889;28;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus terrestris complex;Campanula rapunculoides;9/8/1889;9;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus ruderarius;Centaurea scabiosa;6/8/1889;6;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus terrestris complex;Mentha longifolia;10/8/1889;10;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus terrestris complex;Rubus fruticosus;8/8/1889;8;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus terrestris complex;Rubus fruticosus;10/8/1889;10;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus humilis;Rubus fruticosus;7/8/1889;7;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus terrestris complex;Hypericum perforatum;28/8/1889;28;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus mesomelas;Cirsium monspessulanum;7/8/1889;7;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.022773;42.78206;Bombus terrestris complex;Carduus defloratus;6/8/1889;6;8;1889;Gedre;MacLeod;1200;1200;1200-1400;14
0.023734;42.78049;Bombus quadricolor;Carduus defloratus;6/8/1889;6;8;1889;Gedre;MacLeod;1300;1300;1200-1400;13.5
0.023734;42.78049;Bombus mesomelas;Carduus defloratus;6/8/1889;6;8;1889;Gedre;MacLeod;1300;1300;1200-1400;13.5
0.081279;42.75263;Bombus sichelii;Verbascum  nigrum;27/8/1889;27;8;1889;Heas;MacLeod;1480;1480;1400-1600;12.5
0.109302;42.73139;Bombus sichelii;Carduus carlinoides;27/8/1889;27;8;1889;Trumouse;MacLeod;2000;2000;2000-2200;9.8
0.109302;42.73139;Bombus mesomelas;Cirsium eriophorum;27/8/1889;27;8;1889;Trumouse;MacLeod;2000;2000;2000-2200;9.8
0.109302;42.73139;Bombus mesomelas;Carduus carlinoides;27/8/1889;27;8;1889;Trumouse;MacLeod;2000;2000;2000-2200;9.8
0.109302;42.73139;Bombus humilis;Carduus carlinoides;27/8/1889;27;8;1889;Trumouse;MacLeod;2000;2000;2000-2200;9.8
0.109562;42.73179;Bombus gerstaeckeri;Aconitum sp.;27/8/1889;27;8;1889;cirque de Trumouse;MacLeod;1900;1900;1800-2000;10.2
0.110048;42.73161;Bombus sichelii;Galeopsis tetrahit;27/8/1889;27;8;1889;cirque de Trumouse;MacLeod;2000;2000;2000-2200;9.8
0.110048;42.73161;Bombus ruderarius;Trifolium pratense;27/8/1889;27;8;1889;cirque de Trumouse;MacLeod;2000;2000;2000-2200;9.8
0.110048;42.73161;Bombus terrestris complex;Carduus carlinoides;27/8/1889;27;8;1889;cirque de Trumouse;MacLeod;2000;2000;2000-2200;9.8
-0.079306;42.75619;Bombus wurflenii;Centaurea scabiosa;13/8/2005;13;8;2005;P082;Biesmeijer;1500;1500;1400-1600;14.2
-0.079306;42.75619;Bombus pascuorum;Centaurea scabiosa;13/8/2005;13;8;2005;P082;Biesmeijer;1500;1500;1400-1600;14.2
-0.079306;42.75619;Bombus pascuorum;Centaurea scabiosa;13/8/2005;13;8;2005;P082;Biesmeijer;1500;1500;1400-1600;14.2
-0.079306;42.75619;Bombus pascuorum;Centaurea scabiosa;13/8/2005;13;8;2005;P082;Biesmeijer;1500;1500;1400-1600;14.2
-0.079306;42.75619;Bombus soroeensis;Centaurea scabiosa;13/8/2005;13;8;2005;P082;Biesmeijer;1500;1500;1400-1600;14.2
-0.079306;42.75619;Bombus pascuorum;Centaurea scabiosa;13/8/2005;13;8;2005;P082;Biesmeijer;1500;1500;1400-1600;14.2
-0.079306;42.75619;Bombus humilis;Centaurea scabiosa;13/8/2005;13;8;2005;P082;Biesmeijer;1500;1500;1400-1600;14.2
-0.078889;42.75333;Bombus pascuorum;Centaurea nigra;13/8/2005;13;8;2005;P083;Biesmeijer;1498;1498;1400-1600;14.3
-0.078889;42.75333;Bombus soroeensis;Centaurea nigra;13/8/2005;13;8;2005;P084;Biesmeijer;1498;1498;1400-1600;14.3
-0.078889;42.75333;Bombus mesomelas;Centaurea nigra;13/8/2005;13;8;2005;P084;Biesmeijer;1498;1498;1400-1600;14.3
-0.078889;42.75333;Bombus mesomelas;Centaurea nigra;13/8/2005;13;8;2005;P084;Biesmeijer;1498;1498;1400-1600;14.3
-0.078889;42.75333;Bombus terrestris complex;Centaurea nigra;13/8/2005;13;8;2005;P084;Biesmeijer;1498;1498;1400-1600;14.3
-0.078889;42.75333;Bombus mesomelas;Centaurea nigra;13/8/2005;13;8;2005;P084;Biesmeijer;1498;1498;1400-1600;14.3
-0.078889;42.75333;Bombus soroeensis;Centaurea nigra;13/8/2005;13;8;2005;P084;Biesmeijer;1498;1498;1400-1600;14.3
-0.073025;42.74981;Bombus mesomelas;Cirsium eriophorum;28/8/2006;28;8;2006;P390;Biesmeijer;1695;1695;1600-1800;13.6
-0.073025;42.74981;Bombus mesomelas;Cirsium eriophorum;28/8/2006;28;8;2006;P391;Biesmeijer;1695;1695;1600-1800;13.6
-0.073025;42.74981;Bombus mesomelas;Cirsium eriophorum;28/8/2006;28;8;2006;P393;Biesmeijer;1695;1695;1600-1800;13.6
-0.055536;42.71971;Bombus mesomelas;Carduus defloratus;23/8/2006;23;8;2006;P335;Biesmeijer;2111;2111;2000-2200;11.6
-0.050892;42.71377;Bombus mesomelas;Carduus carlinoides;23/8/2006;23;8;2006;P332;Biesmeijer;2215;2215;2000-2200;11.2
-0.050892;42.71377;Bombus mesomelas;Carduus carlinoides;23/8/2006;23;8;2006;P333;Biesmeijer;2215;2215;2000-2200;11.2
-0.033981;42.7267;Bombus mesomelas;Cirsium eriophorum;23/8/2006;23;8;2006;P336;Biesmeijer;1883;1883;1800-2000;12.9
-0.033981;42.7267;Bombus soroeensis;Cirsium eriophorum;23/8/2006;23;8;2006;P336;Biesmeijer;1883;1883;1800-2000;12.9
-0.033981;42.7267;Bombus mesomelas;Cirsium eriophorum;23/8/2006;23;8;2006;P337;Biesmeijer;1883;1883;1800-2000;12.9
-0.033981;42.7267;Bombus soroeensis;Cirsium eriophorum;23/8/2006;23;8;2006;P337;Biesmeijer;1883;1883;1800-2000;12.9
-0.033981;42.7267;Bombus mesomelas;Aconitum sp.;23/8/2006;23;8;2006;P340;Biesmeijer;1883;1883;1800-2000;12.9
-0.033981;42.7267;Bombus mesomelas;Aconitum sp.;23/8/2006;23;8;2006;P341;Biesmeijer;1883;1883;1800-2000;12.9
-0.033981;42.7267;Bombus mesomelas;Carduus defloratus;23/8/2006;23;8;2006;P342;Biesmeijer;1883;1883;1800-2000;12.9
-0.033981;42.7267;Bombus sichelii;Carduus defloratus;23/8/2006;23;8;2006;P342;Biesmeijer;1883;1883;1800-2000;12.9
-0.032472;42.72572;Bombus wurflenii;Aconitum sp.;12/8/2005;12;8;2005;P060;Biesmeijer;1833;1833;1800-2000;13.1
-0.032472;42.72572;Bombus sichelii;Aconitum sp.;12/8/2005;12;8;2005;P060;Biesmeijer;1833;1833;1800-2000;13.1
-0.032472;42.72572;Bombus wurflenii;Aconitum sp.;12/8/2005;12;8;2005;P060;Biesmeijer;1833;1833;1800-2000;13.1
-0.032472;42.72572;Bombus wurflenii;Aconitum sp.;12/8/2005;12;8;2005;P060;Biesmeijer;1833;1833;1800-2000;13.1
-0.032361;42.72692;Bombus mesomelas;Carduus defloratus;12/8/2005;12;8;2005;P061;Biesmeijer;1830;1830;1800-2000;13.1
-0.032361;42.72692;Bombus mesomelas;Carduus defloratus;12/8/2005;12;8;2005;P061;Biesmeijer;1830;1830;1800-2000;13.1
-0.032361;42.72692;Bombus mesomelas;Carduus defloratus;12/8/2005;12;8;2005;P061;Biesmeijer;1830;1830;1800-2000;13.1
-0.031472;42.72683;Bombus hortorum;Aconitum sp.;12/8/2005;12;8;2005;P055;Biesmeijer;1853;1853;1800-2000;13
-0.030692;42.73382;Bombus mesomelas;Cirsium eriophorum;23/8/2006;23;8;2006;P343;Biesmeijer;1744;1744;1600-1800;13.5
-0.030692;42.73382;Bombus mesomelas;Cirsium eriophorum;23/8/2006;23;8;2006;P343;Biesmeijer;1744;1744;1600-1800;13.5
-0.029869;42.73552;Bombus sichelii;Carduus defloratus;23/8/2006;23;8;2006;P344;Biesmeijer;1713;1713;1600-1800;13.7
-0.029869;42.73552;Bombus mesomelas;Cirsium eriophorum;23/8/2006;23;8;2006;P346;Biesmeijer;1713;1713;1600-1800;13.7
-0.029869;42.73552;Bombus mesomelas;Cirsium eriophorum;23/8/2006;23;8;2006;P347;Biesmeijer;1713;1713;1600-1800;13.7
-0.029869;42.73552;Bombus mesomelas;Cirsium eriophorum;23/8/2006;23;8;2006;P347;Biesmeijer;1713;1713;1600-1800;13.7
-0.029778;42.735;Bombus mesomelas;Aconitum sp.;13/8/2005;13;8;2005;P072;Biesmeijer;1707;1707;1600-1800;13.7
-0.029778;42.735;Bombus humilis;Aconitum sp.;13/8/2005;13;8;2005;P072;Biesmeijer;1707;1707;1600-1800;13.7
-0.029778;42.735;Bombus mesomelas;Carduus defloratus;13/8/2005;13;8;2005;P073;Biesmeijer;1707;1707;1600-1800;13.7
-0.029328;42.73356;Bombus mesomelas;Aconitum sp.;23/8/2006;23;8;2006;P353;Biesmeijer;1716;1716;1600-1800;13.7
-0.029056;42.73489;Bombus wurflenii;Aconitum sp.;13/8/2005;13;8;2005;P080;Biesmeijer;1699;1699;1600-1800;13.8
-0.028861;42.73483;Bombus humilis;Onopordum acaulon;13/8/2005;13;8;2005;P081;Biesmeijer;1699;1699;1600-1800;13.8
-0.028861;42.73483;Bombus mesomelas;Onopordum acaulon;13/8/2005;13;8;2005;P081;Biesmeijer;1699;1699;1600-1800;13.8
-0.028861;42.73483;Bombus mesomelas;Onopordum acaulon;13/8/2005;13;8;2005;P081;Biesmeijer;1699;1699;1600-1800;13.8
